id,name,URL,Description,Cooking time,Preparation extra time per cover,Covers count,ingredients,ingredients_name
62753824905d47678cf749c7,"Salade lentilles, concombre & chèvre frais",https://jow.fr/recipes/62753824905d47678cf749c7,"Les légumineuses sont nos amies, surtout lorsqu'elles sont réunies dans une salade douce et croquante !",,1.0,1,"[{'nom_ingred': 'Lentilles (cuites)', 'quantity': 0.07, 'unit': 'Kilogramme'}, {'nom_ingred': 'Pois chiches (cuits)', 'quantity': 0.07, 'unit': 'Kilogramme'}, {'nom_ingred': 'Concombre', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Céleri branche', 'quantity': 0.05, 'unit': 'Kilogramme'}, {'nom_ingred': 'Chèvre frais', 'quantity': 0.04, 'unit': 'Kilogramme'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Lentilles (cuites),Pois chiches (cuits),Concombre,Céleri branche,Chèvre frais,Ciboulette"
609920d7ea0cdf0ea07506ef,Avocado toast & feta,https://jow.fr/recipes/609920d7ea0cdf0ea07506ef,La simplicité a du bon !,10.0,2.0,1,"[{'nom_ingred': 'Pain de campagne (tranché)', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Avocat', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Feta', 'quantity': 0.04, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème balsamique ', 'quantity': 1, 'unit': 'Cuillère à café'}, {'nom_ingred': 'Citron jaune', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Pain de campagne (tranché),Avocat,Feta,Crème balsamique ,Citron jaune,Ciboulette"
64521f18641b747fa12740a7,"Truite BBQ, haricots verts & riz",https://jow.fr/recipes/64521f18641b747fa12740a7,"Une délicieuse assiette de truite au BBQ, accompagnée de riz & de haricots pour un repas simple & équilibré !",15.0,1.0,1,"[{'nom_ingred': 'Truite', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Riz', 'quantity': 0.07, 'unit': 'Kilogramme'}, {'nom_ingred': 'Haricot vert (surgelé)', 'quantity': 0.15, 'unit': 'Kilogramme'}, {'nom_ingred': 'Sauce barbecue', 'quantity': 1, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Truite,Riz,Haricot vert (surgelé),Sauce barbecue,Ciboulette"
6525523a9002a10011b18c10,Pâtes crémeuses aux tomates séchées & truite fumée,https://jow.fr/recipes/6525523a9002a10011b18c10,Des pâtes crémeuses avec une touche iodée pour un repas en toute beauté !,15.0,2.0,1,"[{'nom_ingred': 'Pâtes (Tagliatelles sèches)', 'quantity': 0.1, 'unit': 'Kilogramme'}, {'nom_ingred': 'Truite fumée', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Tomates séchées', 'quantity': 0.05, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème fraîche', 'quantity': 1, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Ail', 'quantity': 0.5, 'unit': 'Gousse'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Pâtes (Tagliatelles sèches),Truite fumée,Tomates séchées,Crème fraîche,Ail,Ciboulette"
6481a74723ed3c14869924f2,"Saumon, pommes de terre & haricots verts",https://jow.fr/recipes/6481a74723ed3c14869924f2,"Simplicité & saveurs, parfois c'est tout ce que l'on recherche pour le dîner !",35.0,2.0,1,"[{'nom_ingred': 'Saumon (frais)', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Pommes de terre', 'quantity': 0.15, 'unit': 'Kilogramme'}, {'nom_ingred': 'Haricot vert (surgelé)', 'quantity': 0.15, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème fraîche', 'quantity': 1, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Citron jaune', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Saumon (frais),Pommes de terre,Haricot vert (surgelé),Crème fraîche,Citron jaune,Ciboulette"
654bbb1b6a7184000e47a9f9,Loaded potato pops,https://jow.fr/recipes/654bbb1b6a7184000e47a9f9,"Du four à l'assiette, ces pommes de terres croustillantes recouvertes de viande hachée & de fromage fondant vous feront fondre d'envie !",30.0,1.0,1,"[{'nom_ingred': 'Bœuf (haché)', 'quantity': 0.15, 'unit': 'Kilogramme'}, {'nom_ingred': 'Cheddar (tranches)', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Oignon rouge', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Potato Pops', 'quantity': 0.2, 'unit': 'Kilogramme'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Bœuf (haché),Cheddar (tranches),Oignon rouge,Potato Pops,Ciboulette"
5fb7830923473b0e99322083,Smashed potatoes & saumon fumé,https://jow.fr/recipes/5fb7830923473b0e99322083,"Des pommes de terre croustillantes, une sauce gourmande et un saumon fondant... Un vrai repas de fête !",20.0,1.0,1,"[{'nom_ingred': 'Pommes de terre (primeur)', 'quantity': 0.25, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème fraîche', 'quantity': 1, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Saumon (fumé)', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Salade (mâche)', 'quantity': 2, 'unit': 'Poignée'}, {'nom_ingred': 'Citron jaune', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Pommes de terre (primeur),Crème fraîche,Saumon (fumé),Salade (mâche),Citron jaune,Ciboulette"
6530e39ef524b70011d85d87,"Burger poulet, frites & sauce deluxe maison",https://jow.fr/recipes/6530e39ef524b70011d85d87,"Une recette de burger au poulet pané inratable, accompagné de sa délicieuse sauce deluxe maison !",23.0,1.0,1,"[{'nom_ingred': 'Frites surgelées', 'quantity': 0.15, 'unit': 'Kilogramme'}, {'nom_ingred': 'Poulet (pané)', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Pain burger', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Cheddar (tranches)', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Salade (coeur de laitue)', 'quantity': 0.01, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème fraîche', 'quantity': 1, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Mayonnaise', 'quantity': 1, 'unit': 'Cuillère à café'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}, {'nom_ingred': 'Échalote', 'quantity': 0.5, 'unit': 'Pièce'}, {'nom_ingred': 'Ail (semoule)', 'quantity': 0.5, 'unit': 'Cuillère à café'}]","Frites surgelées,Poulet (pané),Pain burger,Cheddar (tranches),Salade (coeur de laitue),Crème fraîche,Mayonnaise,Ciboulette,Échalote,Ail (semoule)"
5d0bbc18ff78144f770daa29,Œufs mimosa en 3 façons,https://jow.fr/recipes/5d0bbc18ff78144f770daa29,On en fait qu'une bouchée !,9.0,2.0,1,"[{'nom_ingred': 'Lard (tranches)', 'quantity': 1, 'unit': 'Tranche'}, {'nom_ingred': 'Œuf', 'quantity': 2, 'unit': 'Pièce'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}, {'nom_ingred': 'Paprika', 'quantity': 1, 'unit': 'Pincée'}, {'nom_ingred': 'Mayonnaise', 'quantity': 2, 'unit': 'Cuillère à café'}]","Lard (tranches),Œuf,Ciboulette,Paprika,Mayonnaise"
62553ecbb82a5b0a71f65ee5,"Œufs brouillés, jambon & avocat",https://jow.fr/recipes/62553ecbb82a5b0a71f65ee5,Les œufs se sont encore brouillés !,3.0,1.0,1,"[{'nom_ingred': 'Œuf', 'quantity': 2, 'unit': 'Pièce'}, {'nom_ingred': 'Jambon blanc', 'quantity': 1, 'unit': 'Tranche'}, {'nom_ingred': 'Avocat', 'quantity': 0.5, 'unit': 'Pièce'}, {'nom_ingred': 'Salade (Mélange)', 'quantity': 2, 'unit': 'Poignée'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Œuf,Jambon blanc,Avocat,Salade (Mélange),Ciboulette"
62d576919537a939f63c4ce9,"Poêlée de courgettes, feta & œuf",https://jow.fr/recipes/62d576919537a939f63c4ce9,Un déjeuner improvisé à manger sur le pouce !,10.0,1.0,1,"[{'nom_ingred': 'Courgette', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Œuf', 'quantity': 2, 'unit': 'Pièce'}, {'nom_ingred': 'Feta', 'quantity': 0.04, 'unit': 'Kilogramme'}, {'nom_ingred': 'Origan (séché)', 'quantity': 1, 'unit': 'Pincée'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Courgette,Œuf,Feta,Origan (séché),Ciboulette"
63c00fef5d06593b61f0ab58,Tartine saumon fumé & fromage frais,https://jow.fr/recipes/63c00fef5d06593b61f0ab58,Une tartine remplie de fraicheur !,,1.0,1,"[{'nom_ingred': 'Tartine de seigle', 'quantity': 2, 'unit': 'Pièce'}, {'nom_ingred': 'Saumon (fumé)', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Fromage frais', 'quantity': 0.04, 'unit': 'Kilogramme'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}, {'nom_ingred': 'Salade (Mélange)', 'quantity': 1, 'unit': 'Poignée'}]","Tartine de seigle,Saumon (fumé),Fromage frais,Ciboulette,Salade (Mélange)"
5dee6d4eb7c6e66554e9763b,Poireaux vinaigrette,https://jow.fr/recipes/5dee6d4eb7c6e66554e9763b,On remet nos petites recettes classiques au goût du jour !,15.0,1.0,1,"[{'nom_ingred': 'Poireau', 'quantity': 0.25, 'unit': 'Kilogramme'}, {'nom_ingred': 'Vinaigre de cidre', 'quantity': 1, 'unit': 'Cuillère à café'}, {'nom_ingred': 'Moutarde', 'quantity': 1, 'unit': 'Cuillère à café'}, {'nom_ingred': 'Œuf', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Poireau,Vinaigre de cidre,Moutarde,Œuf,Ciboulette"
61b35a85bfd5043aef10655e,Crème de panais & lard,https://jow.fr/recipes/61b35a85bfd5043aef10655e,Une purée de panais terriblement réconfortante !,28.0,1.0,1,"[{'nom_ingred': 'Panais', 'quantity': 0.2, 'unit': 'Kilogramme'}, {'nom_ingred': 'Œuf', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Lard (tranches)', 'quantity': 1, 'unit': 'Tranche'}, {'nom_ingred': 'Beurre', 'quantity': 0.02, 'unit': 'Kilogramme'}, {'nom_ingred': 'Oignon jaune', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Persil (frais)', 'quantity': 0.1, 'unit': 'Bouquet'}]","Panais,Œuf,Lard (tranches),Beurre,Oignon jaune,Persil (frais)"
5f58e733e111483aa4836903,Escalope à la normande express,https://jow.fr/recipes/5f58e733e111483aa4836903,Gourmande avec un minium d'effort !,10.0,2.0,1,"[{'nom_ingred': 'Dinde (escalope)', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Champignons de Paris (frais)', 'quantity': 0.1, 'unit': 'Kilogramme'}, {'nom_ingred': 'Crème fraîche', 'quantity': 0.5, 'unit': 'Cuillère à soupe'}, {'nom_ingred': 'Riz', 'quantity': 0.07, 'unit': 'Kilogramme'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Dinde (escalope),Champignons de Paris (frais),Crème fraîche,Riz,Ciboulette"
63638cd37188f92715ecbfb9,Wraps roulés au saumon fumé,https://jow.fr/recipes/63638cd37188f92715ecbfb9,Épatez vos invités avec ces bouchées fraîches et gourmandes.,,2.0,1,"[{'nom_ingred': 'Tortilla (blé)', 'quantity': 1, 'unit': 'Pièce'}, {'nom_ingred': 'Citron jaune', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Saumon (fumé)', 'quantity': 1.5, 'unit': 'Tranche'}, {'nom_ingred': 'Épinard (frais)', 'quantity': 1, 'unit': 'Poignée'}, {'nom_ingred': 'Fromage frais', 'quantity': 0.05, 'unit': 'Kilogramme'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Tortilla (blé),Citron jaune,Saumon (fumé),Épinard (frais),Fromage frais,Ciboulette"
6400cff7b4f9291c8a823dc6,"Crostini brie, abricot & jambon de parme",https://jow.fr/recipes/6400cff7b4f9291c8a823dc6,De délicieuses bouchées sucrées-salées pour un apéritif zéro prise de tête !,5.0,1.0,1,"[{'nom_ingred': 'Demi-baguette (précuite)', 'quantity': 0.25, 'unit': 'Pièce'}, {'nom_ingred': 'Brie (round)', 'quantity': 0.03, 'unit': 'Kilogramme'}, {'nom_ingred': ""Confiture d'abricots"", 'quantity': 2, 'unit': 'Cuillère à café'}, {'nom_ingred': 'Jambon cru', 'quantity': 2, 'unit': 'Tranche'}, {'nom_ingred': 'Ciboulette', 'quantity': 0.1, 'unit': 'Bouquet'}]","Demi-baguette (précuite),Brie (round),Confiture d'abricots,Jambon cru,Ciboulette"
